Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Titus,161,CO0313,25769,06/03/2022,2.1 Kg,2300,0,0.0000(),2300,4830
Nigerian Soft chicken,156,CO0001,25771,06/03/2022,3 Kg,2000,0,0.0000(),2000,6000
Chicken Wings,158,CO0313,25769,06/03/2022,2 Kg,2600,0,0.0000(),2600,5200
Chicken Orobo,157,CO0313,25769,06/03/2022,2.2 Kg,2100,0,0.0000(),2100,4620
Egg Half,206,CO0042,25770,06/03/2022,2 1/2,1050,0,0.0000(),1050,2100
Sausage,170,CO0042,25770,06/03/2022,1 Pk(s),700,0,0.0000(),700,700
Titus,161,CO0042,25770,06/03/2022,0.6 Kg,2300,0,0.0000(),2300,1380
Turkey,160,CO0042,25770,06/03/2022,0.6 Kg,3200,0,0.0000(),3200,1920
Chicken Breast,168,CO1139,25772,06/03/2022,1 Pk(s),2800,0,0.0000(),2800,2800
Croaker,165,CO0001,25777,06/03/2022,2 Kg,1900,0,0.0000(),1900,3800
Old layers,179,CO0001,25774,06/03/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Kote,164,CO0001,25775,06/03/2022,1.2 Kg,1400,0,0.0000(),1400,1680
Croaker,165,CO0001,25776,06/03/2022,1.3 Kg,1900,0,0.0000(),1900,2470
Old layers,179,CO0001,25777,06/03/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Nigerian Soft chicken,156,CO0602,25778,06/03/2022,10 Kg,2000,0,0.0000(),2000,20000
Croaker,165,CO0001,25779,06/03/2022,1.9 Kg,1900,0,0.0000(),1900,3610
Turkey,160,CO1542,25780,06/03/2022,1 Kg,3200,0,0.0000(),3200,3200
Turkey,160,CO0001,25781,06/03/2022,0.6 Kg,3200,0,0.0000(),3200,1920
Sausage,170,CO0001,25782,06/03/2022,1 Pk(s),700,0,0.0000(),700,700
Nigerian Soft chicken,156,CO0001,25768,06/03/2022,1 Kg,2000,0,0.0000(),2000,2000
Chicken Orobo,157,CO0001,25773,06/03/2022,2 Kg,2100,0,0.0000(),2100,4200
Titus,161,CO0001,25767,06/03/2022,1.8 Kg,2300,0,0.0000(),2300,4140
Panla,162,CO0001,25771,06/03/2022,1.3 Kg,1700,0,0.0000(),1700,2210
Old layers,179,CO0240,25766,06/03/2022,3 Pc(s),3800,0,0.0000(),3800,11400
Croaker,165,CO0001,25767,06/03/2022,1.9 Kg,1900,0,0.0000(),1900,3610
Chicken Orobo,157,CO0487,25752,06/03/2022,1.4 Kg,2100,0,0.0000(),2100,2940
