Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Chicken Orobo,157,CO0656,12730,02/15/2021,0.9 Kg,1550,0,0.0000(),1550,1395
Croaker,165,CO1124,12722,02/15/2021,1 Kg,1300,0,0.0000(),1300,1300
Sausage,170,CO0001,12721,02/15/2021,1 Pk(s),600,0,0.0000(),600,600
Nigerian Soft chicken,156,CO0005,12723,02/15/2021,2.6 Kg,1550,0,0.0000(),1550,4030
Asun,196,CO0683,12714,02/15/2021,61 Pk(s),500,0,0.0000(),500,30500
Barbeque Chicken,198,CO0683,12714,02/15/2021,10 Pc(s),1000,0,0.0000(),1000,10000
Chips,199,CO0683,12714,02/15/2021,5 Pk(s),500,0,0.0000(),500,2500
Asun,196,CO0683,12716,02/15/2021,57 Pk(s),500,0,0.0000(),500,28500
Barbeque Chicken,198,CO0683,12716,02/15/2021,9 Pc(s),1000,0,0.0000(),1000,9000
Shawarma,195,CO0683,12715,02/15/2021,33 Pc(s),1000,0,0.0000(),1000,33000
Chicken Wings,158,CO0115,12717,02/15/2021,0.5 Kg,1800,0,0.0000(),1800,900
Turkey,160,CO0115,12717,02/15/2021,0.6 Kg,2100,0,0.0000(),2100,1260
Titus,161,CO0115,12717,02/15/2021,1 Kg,1250,0,0.0000(),1250,1250
Chicken - Normal Laps,159,CO0001,12718,02/15/2021,1.5 Kg,1600,0,0.0000(),1600,2400
Old layers,179,CO0001,12719,02/15/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Panla,162,CO0234,12720,02/15/2021,3 Kg,1000,0,0.0000(),1000,3000
Chips,199,CO0683,12716,02/15/2021,3 Pk(s),500,0,0.0000(),500,1500
Ponmo,175,CO0001,12749,02/16/2021,1 Pk(s),500,0,0.0000(),500,500
Croaker,165,CO0005,12746,02/16/2021,1 Kg,1300,0,0.0000(),1300,1300
Titus,161,CO0018,12748,02/16/2021,2 Kg,1250,0,0.0000(),1250,2500
Croaker,165,CO0018,12748,02/16/2021,2 Kg,1300,0,0.0000(),1300,2600
Old layers,179,CO0018,12748,02/16/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Croaker,165,CO0005,12750,02/16/2021,1 Kg,1300,0,0.0000(),1300,1300
Nigerian Soft chicken,156,CO0005,12746,02/16/2021,3.5 Kg,1550,0,0.0000(),1550,5425
Breeder,181,CO0001,12751,02/16/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Chicken Orobo,157,CO0001,12752,02/16/2021,1 Kg,1550,0,0.0000(),1550,1550
Titus,161,CO0001,12752,02/16/2021,1 Kg,1250,0,0.0000(),1250,1250
Sausage,170,CO0001,12752,02/16/2021,1 Pk(s),600,0,0.0000(),600,600
Chicken Orobo,157,CO0656,12753,02/16/2021,1 Kg,1550,0,0.0000(),1550,1550
Sausage,170,CO0656,12754,02/16/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0001,12751,02/16/2021,2 Kg,1250,0,0.0000(),1250,2500
Shrimps,171,CO0039,12745,02/16/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Chicken Orobo,157,CO0547,12747,02/16/2021,4.2 Kg,1550,0,0.0000(),1550,6510
Titus,161,CO0039,12745,02/16/2021,1.1 Kg,1250,0,0.0000(),1250,1375
Ponmo,175,CO0602,12734,02/16/2021,4 Pk(s),500,0,0.0000(),500,2000
Old layers,179,CO0695,12735,02/16/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Breeder,181,CO0372,12736,02/16/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Panla,162,CO0327,12738,02/16/2021,1.6 Kg,1000,0,0.0000(),1000,1600
Turkey,160,CO0380,12739,02/16/2021,1 Kg,2100,0,0.0000(),2100,2100
Titus,161,CO0567,12740,02/16/2021,0.8 Kg,1250,0,0.0000(),1250,1000
Old layers,179,CO0545,12737,02/16/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Ponmo,175,CO0602,12741,02/16/2021,1 Pk(s),500,0,0.0000(),500,500
Shrimps,171,CO0238,12742,02/16/2021,1 Kg,3000,0,0.0000(),3000,3000
Chicken Orobo,157,CO0001,12743,02/16/2021,1.2 Kg,1550,0,0.0000(),1550,1860
Panla,162,CO0001,12743,02/16/2021,1.8 Kg,1000,0,0.0000(),1000,1800
Croaker,165,CO0039,12745,02/16/2021,0.9 Kg,1300,0,0.0000(),1300,1170
Croaker,165,CO0479,12744,02/16/2021,5 Kg,1300,0,0.0000(),1300,6500
Turkey,160,CO0602,12741,02/16/2021,2 Kg,2100,0,0.0000(),2100,4200
Turkey,160,CO0001,12773,02/17/2021,4 Kg,2100,0,0.0000(),2100,8400
Sausage,170,CO0238,12769,02/17/2021,2 Pk(s),600,0,0.0000(),600,1200
Shrimps,171,CO0238,12769,02/17/2021,1 Kg,3000,0,0.0000(),3000,3000
Old layers,179,CO0001,12770,02/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0005,12771,02/17/2021,2 Kg,1550,0,0.0000(),1550,3100
Chicken Orobo,157,CO0278,12772,02/17/2021,0.6 Kg,1550,0,0.0000(),1550,930
Tilapia,163,CO0278,12772,02/17/2021,1 Kg,1500,0,0.0000(),1500,1500
Sausage,170,CO0278,12772,02/17/2021,1 Pk(s),600,0,0.0000(),600,600
Tilapia,163,CO0001,12773,02/17/2021,3 Kg,1500,0,0.0000(),1500,4500
Chips,199,CO0683,12777,02/17/2021,2 Pk(s),500,0,0.0000(),500,1000
Smoked Catfish,183,CO0053,12774,02/17/2021,2 Pk(s),1500,0,0.0000(),1500,3000
Live Catfish,182,CO0005,12775,02/17/2021,1.2 Kg,1200,0,0.0000(),1200,1440
Old layers,179,CO1213,12776,02/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Asun,196,CO0683,12777,02/17/2021,61 Pk(s),500,0,0.0000(),500,30500
Barbeque Chicken,198,CO0683,12777,02/17/2021,5 Pc(s),1000,0,0.0000(),1000,5000
Titus,161,CO0587,12768,02/17/2021,1 Kg,1250,0,0.0000(),1250,1250
Barbecue Catfish,204,CO0683,12777,02/17/2021,1 Pc(s),3000,0,0.0000(),3000,3000
Shawarma,195,CO0683,12778,02/17/2021,26 Pc(s),1000,0,0.0000(),1000,26000
Tilapia,163,CO0053,12774,02/17/2021,2 Kg,1500,0,0.0000(),1500,3000
Nigerian Soft chicken,156,CO0587,12768,02/17/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Turkey,160,CO0238,12769,02/17/2021,2 Kg,2100,0,0.0000(),2100,4200
Old layers,179,CO0001,12766,02/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Croaker,165,CO0005,12767,02/17/2021,1 Kg,1300,0,0.0000(),1300,1300
Turkey,160,CO0602,12756,02/17/2021,2 Kg,2100,0,0.0000(),2100,4200
Turkey,160,CO0602,12757,02/17/2021,2 Kg,2100,0,0.0000(),2100,4200
Breeder,181,CO0001,12758,02/17/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Titus,161,CO0965,12759,02/17/2021,1 Kg,1250,0,0.0000(),1250,1250
Old layers,179,CO0965,12759,02/17/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Shrimps,171,CO0001,12760,02/17/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Panla,162,CO0039,12761,02/17/2021,1.1 Kg,1000,0,0.0000(),1000,1100
Chicken Breast,168,CO0039,12761,02/17/2021,1 Pk(s),2200,0,0.0000(),2200,2200
Breeder,181,CO0219,12755,02/17/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Turkey,160,CO0001,12763,02/17/2021,4 Kg,2100,0,0.0000(),2100,8400
Titus,161,CO0001,12763,02/17/2021,1.5 Kg,1250,0,0.0000(),1250,1875
Croaker,165,CO0001,12763,02/17/2021,3 Kg,1300,0,0.0000(),1300,3900
Sausage,170,CO0001,12763,02/17/2021,1 Pk(s),600,0,0.0000(),600,600
Turkey,160,CO0001,12764,02/17/2021,4 Kg,2100,0,0.0000(),2100,8400
Titus,161,CO0001,12764,02/17/2021,1 Kg,1250,0,0.0000(),1250,1250
Kote,164,CO0001,12764,02/17/2021,1 Kg,1100,0,0.0000(),1100,1100
Turkey,160,CO0001,12765,02/17/2021,1 Kg,2100,0,0.0000(),2100,2100
Old layers,179,CO0397,12762,02/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO0001,12795,02/18/2021,0.7 Kg,1600,0,0.0000(),1600,1120
Turkey,160,CO1199,12794,02/18/2021,2 Kg,2200,0,0.0000(),2200,4400
Titus,161,CO0965,12792,02/18/2021,0.5 Kg,1300,0,0.0000(),1300,650
Turkey,160,CO0463,12793,02/18/2021,1 Kg,2200,0,0.0000(),2200,2200
Chicken - Normal Laps,159,CO0463,12793,02/18/2021,3 Kg,1600,0,0.0000(),1600,4800
Sausage,170,CO0001,12795,02/18/2021,1 Pk(s),600,0,0.0000(),600,600
Panla,162,CO0463,12793,02/18/2021,3.2 Kg,1000,0,0.0000(),1000,3200
Old layers,179,CO0001,12795,02/18/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Sausage,170,CO0005,12802,02/18/2021,2 Pk(s),600,0,0.0000(),600,1200
Cow Beef/Kg,232,CO1214,12796,02/18/2021,1 Kg,2500,0,0.0000(),2500,2500
Sausage,170,CO0520,12797,02/18/2021,2 Pk(s),600,0,0.0000(),600,1200
Chicken Wings,158,CO0001,12798,02/18/2021,0.5 Kg,1800,0,0.0000(),1800,900
Shrimps,171,CO0129,12799,02/18/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Old layers,179,CO0129,12799,02/18/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Tilapia,163,CO0246,12800,02/18/2021,1 Kg,1500,0,0.0000(),1500,1500
Live Catfish,182,CO0140,12801,02/18/2021,1.3 Kg,1200,0,0.0000(),1200,1560
Turkey,160,CO0602,12791,02/18/2021,2 Kg,2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO1214,12796,02/18/2021,2 Kg,1600,0,0.0000(),1600,3200
Cow Leg/Kg,231,CO0396,12790,02/18/2021,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO1177,12782,02/18/2021,1 Kg,1250,0,0.0000(),1250,1250
Breeder,181,CO0396,12790,02/18/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Goatmeat - One-Eight,188,CO0396,12790,02/18/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Shawarma,195,CO0683,12779,02/18/2021,15 Pc(s),1000,0,0.0000(),1000,15000
Egg,176,CO0039,12780,02/18/2021,1 Crt,1600,0,0.0000(),1600,1600
Turkey,160,CO1177,12782,02/18/2021,1 Kg,2200,0,0.0000(),2200,2200
Palm oil - 2.5 Ltrs,178,CO1177,12782,02/18/2021,1 Keg,2000,0,0.0000(),2000,2000
Old layers,179,CO1177,12782,02/18/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Egg Half,206,CO1177,12782,02/18/2021,1 1/2,800,0,0.0000(),800,800
Croaker,165,CO0005,12783,02/18/2021,1 Kg,1300,0,0.0000(),1300,1300
Sausage,170,CO0656,12781,02/18/2021,2 Pk(s),600,0,0.0000(),600,1200
Nigerian Soft chicken,156,CO0066,12785,02/18/2021,2 Kg,1550,0,0.0000(),1550,3100
Croaker,165,CO0066,12785,02/18/2021,10 Kg,1300,0,0.0000(),1300,13000
Panla,162,CO0001,12786,02/18/2021,3 Kg,1000,0,0.0000(),1000,3000
Titus,161,CO0104,12787,02/18/2021,1 Kg,1300,0,0.0000(),1300,1300
Croaker,165,CO0104,12787,02/18/2021,2 Kg,1300,0,0.0000(),1300,2600
Nigerian Soft chicken,156,CO0005,12788,02/18/2021,3 Kg,1550,0,0.0000(),1550,4650
Chicken Orobo,157,CO0001,12789,02/18/2021,1.5 Kg,1600,0,0.0000(),1600,2400
Old layers,179,CO0122,12784,02/18/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Titus,161,CO0396,12790,02/18/2021,2 Kg,1300,0,0.0000(),1300,2600
Smoked Oldlayers,205,CO0234,12827,02/19/2021,1 Pc(s),2400,0,0.0000(),2400,2400
Live Catfish,182,CO0140,12826,02/19/2021,3 Kg,1200,0,0.0000(),1200,3600
Nigerian Soft chicken,156,CO0602,12825,02/19/2021,10 Kg,1550,0,0.0000(),1550,15500
Nigerian Soft chicken,156,CO0005,12824,02/19/2021,3 Kg,1550,0,0.0000(),1550,4650
Old layers,179,CO0225,12823,02/19/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Croaker,165,CO0275,12822,02/19/2021,3 Kg,1300,0,0.0000(),1300,3900
Smoked Catfish,183,CO0275,12822,02/19/2021,4 Pk(s),1500,0,0.0000(),1500,6000
Titus,161,CO0275,12822,02/19/2021,2 Kg,1300,0,0.0000(),1300,2600
Titus,161,CO0374,12821,02/19/2021,1.2 Kg,1300,0,0.0000(),1300,1560
Titus,161,CO0249,12828,02/19/2021,3 Kg,1300,0,0.0000(),1300,3900
Egg,176,CO0225,12823,02/19/2021,1 Crt,1600,0,0.0000(),1600,1600
Panla,162,CO0249,12828,02/19/2021,3 Kg,1000,0,0.0000(),1000,3000
Tilapia,163,CO0246,12834,02/19/2021,1.1 Kg,1500,0,0.0000(),1500,1650
Panla,162,CO0653,12830,02/19/2021,2.5 Kg,1000,0,0.0000(),1000,2500
Titus,161,CO0001,12831,02/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Sausage,170,CO0001,12831,02/19/2021,1 Pk(s),600,0,0.0000(),600,600
Old layers,179,CO0001,12831,02/19/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Chicken Wings,158,CO0463,12832,02/19/2021,2 Kg,1800,0,0.0000(),1800,3600
Chicken Orobo,157,CO0656,12833,02/19/2021,2 Kg,1600,0,0.0000(),1600,3200
Sausage,170,CO0656,12833,02/19/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0493,12835,02/19/2021,1.5 Kg,1300,0,0.0000(),1300,1950
Croaker,165,CO0104,12838,02/19/2021,2.65 Kg,1300,0,0.0000(),1300,3445
Old layers,179,CO0001,12837,02/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Smoked Catfish,183,CO1215,12820,02/19/2021,12 Pk(s),1500,0,0.0000(),1500,18000
Old layers,179,CO0001,12829,02/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Smoked Catfish,183,CO1216,12819,02/19/2021,3 Pk(s),1500,0,0.0000(),1500,4500
Shrimps,171,CO0001,12836,02/19/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Turkey,160,CO0285,12818,02/19/2021,0.5 Kg,2200,0,0.0000(),2200,1100
Old layers,179,CO0285,12818,02/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Titus,161,CO0234,12803,02/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Nigerian Soft chicken,156,CO0005,12804,02/19/2021,2 Kg,1550,0,0.0000(),1550,3100
Chicken - Normal Laps,159,CO1079,12805,02/19/2021,0.9 Kg,1600,0,0.0000(),1600,1440
Turkey,160,CO1079,12805,02/19/2021,1 Kg,2200,0,0.0000(),2200,2200
Sausage,170,CO1079,12805,02/19/2021,1 Pk(s),600,0,0.0000(),600,600
Shrimps,171,CO1079,12805,02/19/2021,0.25 Kg,3400,0,0.0000(),3400,850
Egg,176,CO1079,12805,02/19/2021,1 Crt,1600,0,0.0000(),1600,1600
Shrimps,171,CO0563,12806,02/19/2021,1 Kg,3400,0,0.0000(),3400,3400
Croaker,165,CO0001,12807,02/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Goatmeat - Half,186,CO0247,12808,02/19/2021,1 Pk(s),12000,0,0.0000(),12000,12000
Nigerian Soft chicken,156,CO0301,12809,02/19/2021,5 Kg,1550,0,0.0000(),1550,7750
Titus,161,CO1079,12805,02/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Chicken Breast,168,CO0301,12809,02/19/2021,4 Pk(s),2200,0,0.0000(),2200,8800
Titus,161,CO0301,12809,02/19/2021,2.5 Kg,1300,0,0.0000(),1300,3250
Shrimps,171,CO0039,12817,02/19/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Titus,161,CO0039,12816,02/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Old layers,179,CO0001,12814,02/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Croaker,165,CO0047,12813,02/19/2021,2 Kg,1300,0,0.0000(),1300,2600
Chicken Orobo,157,CO0068,12815,02/19/2021,10 Kg,1600,0,0.0000(),1600,16000
Old layers,179,CO0001,12812,02/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Goatmeat - One-Eight,188,CO0356,12811,02/19/2021,2 Pk(s),3000,0,0.0000(),3000,6000
Turkey,160,CO0602,12810,02/19/2021,10 Kg,2200,0,0.0000(),2200,22000
Smoked Oldlayers,205,CO0301,12809,02/19/2021,1 Pc(s),2400,0,0.0000(),2400,2400
Goatmeat - Qtr,187,CO0301,12809,02/19/2021,2 Pk(s),6000,0,0.0000(),6000,12000
Old layers,179,CO0001,12858,02/20/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO0246,12855,02/20/2021,1.1 Kg,1600,0,0.0000(),1600,1760
Chicken Orobo,157,CO0537,12856,02/20/2021,1.7 Kg,1600,0,0.0000(),1600,2720
Panla,162,CO0537,12856,02/20/2021,1.65 Kg,1000,0,0.0000(),1000,1650
Turkey,160,CO0001,12857,02/20/2021,2 Kg,2200,0,0.0000(),2200,4400
Turkey,160,CO0327,12854,02/20/2021,1.5 Kg,2200,0,0.0000(),2200,3300
Nigerian Soft chicken,156,CO0001,12859,02/20/2021,2 Kg,1550,0,0.0000(),1550,3100
Chicken Orobo,157,CO0656,12863,02/20/2021,1.3 Kg,1600,0,0.0000(),1600,2080
Old layers,179,CO0001,12860,02/20/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Sausage,170,CO0001,12861,02/20/2021,1 Pk(s),600,0,0.0000(),600,600
Turkey,160,CO0963,12862,02/20/2021,1 Kg,2200,0,0.0000(),2200,2200
Titus,161,CO0963,12862,02/20/2021,2 Kg,1300,0,0.0000(),1300,2600
Chicken Orobo,157,CO0656,12864,02/20/2021,0.65 Kg,1600,0,0.0000(),1600,1040
Nigerian Soft chicken,156,CO0718,12853,02/20/2021,3.1 Kg,1550,0,0.0000(),1550,4805
Titus,161,CO0001,12859,02/20/2021,4 Kg,1300,0,0.0000(),1300,5200
Ponmo,175,CO0284,12852,02/20/2021,2 Pk(s),500,0,0.0000(),500,1000
Chicken Wings,158,CO0001,12846,02/20/2021,2 Kg,1800,0,0.0000(),1800,3600
Nigerian Soft chicken,156,CO0284,12852,02/20/2021,0.6 Kg,1550,0,0.0000(),1550,930
Chicken Wings,158,CO0001,12839,02/20/2021,1 Kg,1800,0,0.0000(),1800,1800
Old layers,179,CO0158,12840,02/20/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0422,12841,02/20/2021,1 Kg,1550,0,0.0000(),1550,1550
Titus,161,CO0284,12852,02/20/2021,2.5 Kg,1300,0,0.0000(),1300,3250
Tilapia,163,CO0027,12843,02/20/2021,2 Kg,1500,0,0.0000(),1500,3000
Turkey,160,CO0602,12844,02/20/2021,2 Kg,2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0005,12845,02/20/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Chicken Orobo,157,CO0001,12842,02/20/2021,1.15 Kg,1600,0,0.0000(),1600,1840
Nigerian Soft chicken,156,CO0254,12847,02/20/2021,4 Kg,1550,0,0.0000(),1550,6200
Turkey,160,CO0001,12848,02/20/2021,2 Kg,2200,0,0.0000(),2200,4400
Old layers,179,CO0001,12849,02/20/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Tilapia,163,CO0035,12850,02/20/2021,2 Kg,1500,0,0.0000(),1500,3000
Old layers,179,CO0035,12850,02/20/2021,4 Pc(s),2200,0,0.0000(),2200,8800
Nigerian Soft chicken,156,CO0005,12851,02/20/2021,3 Kg,1550,0,0.0000(),1550,4650
Turkey,160,CO0005,12845,02/20/2021,0.7 Kg,2200,0,0.0000(),2200,1540
Live Catfish,182,CO0365,12874,02/21/2021,1.2 Kg,1200,0,0.0000(),1200,1440
Nigerian Soft chicken,156,CO0879,12875,02/21/2021,1 Kg,1550,0,0.0000(),1550,1550
Sausage,170,CO0656,12876,02/21/2021,2 Pk(s),600,0,0.0000(),600,1200
Turkey,160,CO0602,12877,02/21/2021,2 Kg,2200,0,0.0000(),2200,4400
Turkey,160,CO0001,12879,02/21/2021,1 Kg,2200,0,0.0000(),2200,2200
Titus,161,CO0180,12878,02/21/2021,5 Kg,1300,0,0.0000(),1300,6500
Sausage,170,CO0180,12878,02/21/2021,2 Pk(s),600,0,0.0000(),600,1200
Titus,161,CO0001,12879,02/21/2021,0.6 Kg,1300,0,0.0000(),1300,780
Nigerian Soft chicken,156,CO0180,12878,02/21/2021,5 Kg,1550,0,0.0000(),1550,7750
Panla,162,CO0933,12873,02/21/2021,1.1 Kg,1000,0,0.0000(),1000,1100
Turkey,160,CO0481,12867,02/21/2021,1 Kg,2200,0,0.0000(),2200,2200
Croaker,165,CO0493,12871,02/21/2021,4.9 Kg,1300,0,0.0000(),1300,6370
Chicken Wings,158,CO0493,12871,02/21/2021,1 Kg,1800,0,0.0000(),1800,1800
Chicken Wings,158,CO0493,12870,02/21/2021,1 Kg,1800,0,0.0000(),1800,1800
Chicken Orobo,157,CO0493,12870,02/21/2021,2 Kg,1600,0,0.0000(),1600,3200
Nigerian Soft chicken,156,CO0536,12869,02/21/2021,5 Kg,1550,0,0.0000(),1550,7750
Sausage,170,CO0001,12868,02/21/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0001,12868,02/21/2021,0.8 Kg,1300,0,0.0000(),1300,1040
Old layers,179,CO0001,12866,02/21/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Titus,161,CO0001,12865,02/21/2021,0.5 Kg,1300,0,0.0000(),1300,650
Egg Half,206,CO0024,12872,02/21/2021,1 1/2,800,0,0.0000(),800,800
Chicken Wings,158,CO0001,12890,02/22/2021,1 Kg,1800,0,0.0000(),1800,1800
Titus,161,CO0073,12891,02/22/2021,3.6 Kg,1300,0,0.0000(),1300,4680
Goatmeat - One-Eight,188,CO0499,12893,02/22/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Old layers,179,CO0001,12894,02/22/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Egg,176,CO0039,12897,02/22/2021,1 Crt,1600,0,0.0000(),1600,1600
Egg,176,CO0091,12895,02/22/2021,1 Crt,1600,0,0.0000(),1600,1600
Old layers,179,CO0001,12896,02/22/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Panla,162,CO0062,12889,02/22/2021,1.5 Kg,1000,0,0.0000(),1000,1500
Chicken Orobo,157,CO0005,12898,02/22/2021,2 Kg,1600,0,0.0000(),1600,3200
Panla,162,CO0091,12895,02/22/2021,2 Kg,1000,0,0.0000(),1000,2000
Titus,161,CO0001,12888,02/22/2021,1.3 Kg,1300,0,0.0000(),1300,1690
Chicken Orobo,157,CO0001,12892,02/22/2021,0.65 Kg,1600,0,0.0000(),1600,1040
Smoked Oldlayers,205,CO0232,12886,02/22/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Turkey,160,CO1007,12887,02/22/2021,1 Kg,2200,0,0.0000(),2200,2200
Turkey,160,CO0493,12880,02/22/2021,1 Kg,2200,0,0.0000(),2200,2200
Croaker,165,CO0053,12881,02/22/2021,3 Kg,1300,0,0.0000(),1300,3900
Old layers,179,CO0001,12882,02/22/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Live Catfish,182,CO0001,12882,02/22/2021,1 Kg,1200,0,0.0000(),1200,1200
Nigerian Soft chicken,156,CO0053,12881,02/22/2021,3 Kg,1550,0,0.0000(),1550,4650
Breeder,181,CO0219,12884,02/22/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Nigerian Soft chicken,156,CO0039,12885,02/22/2021,1 Kg,1550,0,0.0000(),1550,1550
Turkey,160,CO0039,12885,02/22/2021,0.5 Kg,2200,0,0.0000(),2200,1100
Egg,176,CO0232,12886,02/22/2021,1 Crt,1600,0,0.0000(),1600,1600
Old layers,179,CO0001,12883,02/22/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0176,12918,02/23/2021,5 Kg,1550,0,0.0000(),1550,7750
Breeder,181,CO0170,12914,02/23/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Turkey,160,CO0250,12915,02/23/2021,4 Kg,2300,0,0.0000(),2300,9200
Turkey,160,CO0933,12916,02/23/2021,1 Kg,2300,0,0.0000(),2300,2300
Titus,161,CO0933,12916,02/23/2021,1 Kg,1300,0,0.0000(),1300,1300
Egg,176,CO0933,12916,02/23/2021,1 Crt,1600,0,0.0000(),1600,1600
Tilapia,163,CO0001,12917,02/23/2021,3 Kg,1500,0,0.0000(),1500,4500
Cow Beef/Kg,232,CO0176,12918,02/23/2021,1 Kg,2500,0,0.0000(),2500,2500
Panla,162,CO0155,12922,02/23/2021,0.65 Kg,1000,0,0.0000(),1000,650
Turkey,160,CO0001,12920,02/23/2021,0.5 Kg,2300,0,0.0000(),2300,1150
Shrimps,171,CO0001,12920,02/23/2021,0.25 Kg,3400,0,0.0000(),3400,850
Panla,162,CO0001,12921,02/23/2021,1.15 Kg,1000,0,0.0000(),1000,1150
Old layers,179,CO0001,12921,02/23/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Live Catfish,182,CO0155,12922,02/23/2021,2.2 Kg,1200,0,0.0000(),1200,2640
Goatmeat - One-Eight,188,CO0001,12923,02/23/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Titus,161,CO0001,12924,02/23/2021,1.1 Kg,1300,0,0.0000(),1300,1430
Chicken - Normal Laps,159,CO0518,12913,02/23/2021,1 Kg,1600,0,0.0000(),1600,1600
Panla,162,CO0001,12919,02/23/2021,1.35 Kg,1000,0,0.0000(),1000,1350
Egg,176,CO0772,12912,02/23/2021,1 Crt,1600,0,0.0000(),1600,1600
Chicken Orobo,157,CO0656,12925,02/23/2021,0.85 Kg,1650,0,0.0000(),1650,1402.5
Turkey,160,CO0772,12912,02/23/2021,5 Kg,2300,0,0.0000(),2300,11500
Panla,162,CO0772,12912,02/23/2021,5 Kg,1000,0,0.0000(),1000,5000
Asun,196,CO0683,12899,02/23/2021,54 Pk(s),500,0,0.0000(),500,27000
Barbeque Chicken,198,CO0683,12899,02/23/2021,2 Pc(s),1000,0,0.0000(),1000,2000
Barbecue Catfish,204,CO0683,12899,02/23/2021,1 Pc(s),3000,0,0.0000(),3000,3000
Asun,196,CO0683,12900,02/23/2021,60 Pk(s),500,0,0.0000(),500,30000
Shawarma,195,CO0683,12901,02/23/2021,46 Pc(s),1000,0,0.0000(),1000,46000
Turkey,160,CO0602,12902,02/23/2021,2 Kg,2200,0,0.0000(),2200,4400
Ponmo,175,CO0602,12902,02/23/2021,4 Pk(s),500,0,0.0000(),500,2000
Barbeque Chicken,198,CO0683,12900,02/23/2021,5 Pc(s),1000,0,0.0000(),1000,5000
Old layers,179,CO0001,12904,02/23/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0005,12903,02/23/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Nigerian Soft chicken,156,CO0005,12910,02/23/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Chicken Orobo,157,CO1155,12909,02/23/2021,10 Kg,1650,0,0.0000(),1650,16500
Turkey,160,CO0746,12908,02/23/2021,2 Kg,2300,0,0.0000(),2300,4600
